nodeJS,Java,Data Science,.net,pyhton,Cloud Computing,IoT,SAP,Android,ios,MongoDB,NoSQL,SQL
0.0142186,2.850165606,0.145564407,3.131011486,0.546061516,0.376025587,0.0026259,1.727634668,1.727634668,0.304960489,0.052555099,0.075507097,4.348935127
0.0142995,2.860264063,0.146178901,3.132455826,0.548934519,0.37812081,0.0027012,1.734744191,1.734744191,0.306107402,0.052650198,0.076161698,4.365242481
0.0143235,2.869939566,0.146707907,3.133254528,0.550329387,0.380203098,0.0027492,1.739383459,1.739383459,0.306033999,0.052576799,0.076742902,4.380344391
0.0143475,2.874757051,0.147086397,3.132228613,0.549972177,0.380908698,0.0027492,1.743002772,1.743002772,0.306763202,0.0525035,0.077236898,4.384455204
0.0143608,2.880866289,0.147552505,3.132112026,0.551367104,0.381614298,0.0027492,1.74764204,1.74764204,0.307492286,0.0524594,0.0776252,4.390152931
0.0144926,2.88434124,0.148051605,3.130544424,0.552761972,0.384101599,0.0027492,1.752281189,1.752281189,0.30765,0.052463699,0.077998698,4.395089149
0.0145987,2.886524916,0.148550794,3.12897706,0.553271413,0.386766315,0.0027492,1.757038116,1.757038116,0.308379114,0.052514199,0.078372203,4.399401188
0.014717,2.886784077,0.149026707,3.124784231,0.553775728,0.389253587,0.0027492,1.760923624,1.760923624,0.308954597,0.052741699,0.078584999,4.400833607
0.0148353,2.885098696,0.1501344,3.119036198,0.554268122,0.389867902,0.0027492,1.760290742,1.760290742,0.309901714,0.052969199,0.078797698,4.402117252
0.0149536,2.885494947,0.151091695,3.114234686,0.554780722,0.392404795,0.0028046,1.765047669,1.765047669,0.311039597,0.053221699,0.079386503,4.404025078
0.0151008,2.887045383,0.152253002,3.10965991,0.555737078,0.395529389,0.0029122,1.769804597,1.769804597,0.312459588,0.053511899,0.080267303,4.407614708
0.0152481,2.887441635,0.152979001,3.106708765,0.556249678,0.398066401,0.0029817,1.769171834,1.769171834,0.313879609,0.053589098,0.081147999,4.407207966
0.0153391,2.887861967,0.153663099,3.103757381,0.556742013,0.399208814,0.0030995,1.768333554,1.768333554,0.31529969,0.053645,0.082005903,4.406801701
0.0155228,2.890614271,0.154347196,3.101781607,0.555617094,0.400161803,0.003169,1.770504117,1.770504117,0.316719711,0.053680498,0.0826919,4.406116486
0.015660999,2.887672424,0.154835299,3.097785711,0.554965198,0.403317213,0.0032869,1.767795801,1.767795801,0.317857593,0.053688701,0.083280697,4.404243946
0.0157992,2.888092995,0.154911503,3.0929389,0.554313302,0.406594813,0.0034048,1.767339706,1.767339706,0.318678886,0.053667799,0.083713897,4.404620647
0.0159848,2.892219782,0.154997006,3.089827061,0.554054081,0.409874707,0.0034742,1.76564455,1.76564455,0.3195104,0.053676002,0.084263697,4.407846928
0.016070699,2.890683651,0.154769406,3.082719088,0.552838802,0.411836594,0.0034868,1.763516665,1.763516665,0.318833113,0.053694598,0.084449999,4.399110794
0.016156601,2.88914752,0.154541805,3.073007584,0.551623404,0.413798511,0.0034948,1.761412859,1.761412859,0.318155795,0.053713199,0.084636196,4.394203663
0.0162425,2.887611151,0.154519498,3.065899611,0.550952315,0.414845914,0.0034976,1.759748816,1.759748816,0.31850931,0.053702701,0.084822401,4.389297009
0.016239399,2.879328489,0.154497206,3.056187868,0.550281107,0.415350109,0.0035004,1.75762105,1.75762105,0.317573696,0.0537351,0.085008703,4.383250713
0.0162363,2.872998476,0.154312998,3.049790621,0.549386024,0.414444596,0.0034957,1.754186869,1.754186869,0.31739381,0.053999402,0.085132301,4.377204895
0.016205501,2.866668224,0.154138803,3.0470047,0.548490882,0.413060009,0.0035372,1.750752807,1.750752807,0.317449898,0.0542081,0.085326001,4.371628284
0.016178699,2.860338211,0.153992504,3.043640137,0.547469974,0.411698699,0.0035372,1.748907447,1.748907447,0.317505985,0.054715499,0.085519701,4.366051674
0.0162064,2.857285738,0.154199705,3.04329896,0.546839595,0.410556912,0.0035372,1.748048782,1.748048782,0.317495495,0.054888699,0.085713401,4.360842705
0.016270399,2.854233027,0.154022098,3.04416728,0.546209216,0.409870893,0.0035787,1.746858597,1.746858597,0.317485005,0.055062,0.085907102,4.356100559
0.0163344,2.847688198,0.154229298,3.042895555,0.545305789,0.409184903,0.0036202,1.744300604,1.744300604,0.317393899,0.0552352,0.086100802,4.350891113
0.016372399,2.845354795,0.154489905,3.041838884,0.544593692,0.408348709,0.0036689,1.745324135,1.745324135,0.317302704,0.0554085,0.086406201,4.351423264
0.016378099,2.846695423,0.154942706,3.042281628,0.545277894,0.408106208,0.0037179,1.746960759,1.746960759,0.31751129,0.055409599,0.086705498,4.35325861
0.0162607,2.84436202,0.155360103,3.042724133,0.544813573,0.409208,0.0037068,1.747076035,1.747076035,0.317639291,0.055330802,0.087004803,4.354879856
0.0161433,2.840592623,0.155926704,3.043166876,0.544349372,0.409716189,0.0036864,1.747191191,1.747191191,0.317767292,0.055252001,0.0873041,4.355412006
0.0160037,2.835958242,0.156493202,3.040687084,0.543611228,0.411448002,0.0036841,1.747461796,1.747461796,0.317895204,0.055266399,0.087727197,4.355108738
0.015892601,2.831323862,0.157059804,3.036707878,0.543269098,0.412586212,0.0036637,1.747785091,1.747785091,0.317554295,0.055346299,0.088358402,4.354321957
0.015807301,2.827554464,0.157438397,3.035100222,0.543077409,0.412804693,0.0036182,1.748690844,1.748690844,0.317213297,0.055523999,0.088989697,4.353534698
0.0158001,2.824131012,0.157014593,3.033159494,0.542826712,0.413233399,0.0035977,1.744185925,1.744185925,0.317166388,0.055447899,0.089458697,4.346613407
0.0158615,2.819944382,0.156590804,3.030952692,0.542635083,0.413451999,0.0036195,1.737404585,1.737404585,0.317009687,0.055466499,0.089590602,4.338829994
0.016073501,2.813398361,0.156267405,3.023277283,0.541451573,0.41395241,0.0036293,1.732899666,1.732899666,0.317027807,0.055497698,0.089606598,4.32405138
0.0162447,2.806852102,0.155944094,3.015601873,0.540268183,0.414850295,0.0036391,1.728394747,1.728394747,0.317045897,0.055442002,0.089518003,4.309272766
0.016510701,2.800306082,0.155691296,3.008119583,0.538729489,0.415350705,0.0035794,1.723889947,1.723889947,0.316889107,0.055231102,0.089428097,4.295159817
0.0167767,2.792707443,0.156300604,3.000637054,0.536417902,0.416263103,0.0035685,1.71297121,1.71297121,0.316546589,0.055020101,0.089297302,4.281046391
0.017038601,2.784448147,0.156959593,2.990350008,0.534108818,0.417036295,0.0036271,1.703464627,1.703464627,0.316378802,0.0547099,0.089166597,4.265060902
0.0173389,2.776849508,0.157625496,2.98696661,0.532152414,0.416410714,0.0036916,1.695089459,1.695089459,0.316576391,0.054533798,0.089076698,4.250618458
0.017639199,2.769891977,0.158340901,2.984278917,0.531069398,0.415790886,0.0037503,1.691354275,1.691354275,0.316773891,0.054233301,0.088946,4.236505508
0.0179173,2.76616621,0.159031495,2.981590986,0.530233622,0.415666312,0.0037439,1.682321668,1.682321668,0.316698402,0.054051202,0.088746898,4.233532429
0.018087201,2.75854826,0.159621701,2.978207588,0.529203713,0.415261,0.0037313,1.673288941,1.673288941,0.316101611,0.054090101,0.088893101,4.223075867
0.0181471,2.755794525,0.160314202,2.975958347,0.529861093,0.415136486,0.0037188,1.664934993,1.664934993,0.3170214,0.054267999,0.089231998,4.225317001
0.018162301,2.753040791,0.161003098,2.97440505,0.530518472,0.414516687,0.0037062,1.657351613,1.657351613,0.317941189,0.054436199,0.089740001,4.227557659
0.018129,2.750287294,0.161787793,2.972851753,0.530981779,0.414359599,0.0036873,1.653042436,1.653042436,0.318339705,0.0544792,0.090273701,4.229798317
0.0180778,2.751425982,0.162574098,2.969893217,0.532266974,0.414891213,0.0036685,1.650022984,1.650022984,0.318738192,0.054522201,0.090614803,4.239522934
0.018023601,2.749031544,0.163353801,2.965008497,0.532504916,0.415709913,0.0036496,1.645713925,1.645713925,0.319209903,0.054747801,0.091193303,4.241763592
0.018045001,2.748214006,0.164418593,2.962897062,0.534286499,0.416528493,0.003609,1.642973781,1.642973781,0.319805592,0.054846,0.091691703,4.24400425
0.0180663,2.750346661,0.165289894,2.967623472,0.537115395,0.417347193,0.0036557,1.642973781,1.642973781,0.321659505,0.054944199,0.092190199,4.246306419
0.0179484,2.750003099,0.166529,2.972349644,0.540056407,0.417098612,0.0037252,1.645325065,1.645325065,0.323120385,0.0547195,0.092556998,4.243851185
0.0178922,2.7496593,0.168046594,2.974390507,0.542997301,0.416849911,0.0037947,1.647676349,1.647676349,0.324581206,0.054494798,0.092923798,4.241395473
0.017836099,2.751792192,0.169624507,2.978394985,0.546912491,0.416184306,0.0038596,1.65204525,1.65204525,0.326042086,0.0542701,0.093290597,4.243697643
0.0177799,2.751448393,0.171202406,2.98405242,0.548115075,0.415518701,0.0039245,1.653687239,1.653687239,0.327259809,0.054267,0.093562901,4.241512775
0.0178075,2.752355814,0.172780201,2.988778591,0.549317718,0.415030807,0.0039477,1.656944156,1.656944156,0.328477502,0.054263901,0.093786798,4.239450932
0.017756401,2.753263474,0.173995793,2.992950201,0.550086498,0.414365202,0.003959,1.658586144,1.658586144,0.329391003,0.054260802,0.093866497,4.237266064
0.0177623,2.754740715,0.175573707,2.99589324,0.550855219,0.413699597,0.00395,1.661131501,1.661131501,0.330304414,0.054225501,0.093946204,4.236939907
0.0178004,2.758374929,0.176863998,2.99883604,0.552737713,0.412904114,0.003928,1.664420009,1.664420009,0.331542194,0.054478701,0.094153702,4.237314701
0.0178384,2.762009144,0.177591205,3.001320362,0.554620206,0.411913902,0.0039143,1.667708516,1.667708516,0.332780004,0.054731999,0.094361201,4.237689495
0.0178732,2.763486624,0.178318396,3.001266479,0.554694414,0.411117107,0.0039006,1.669806004,1.669806004,0.334008098,0.055075001,0.094435103,4.237363815
0.0178877,2.764949322,0.178664893,3.000566721,0.555882275,0.409947813,0.0039217,1.672646642,1.672646642,0.334900886,0.0554328,0.094642602,4.232751846
0.0179148,2.769491673,0.179052398,3.0005126,0.558232784,0.408778489,0.0039581,1.675487161,1.675487161,0.336551189,0.055919599,0.094992198,4.228354454
0.017962201,2.778891802,0.1795903,3.002283335,0.562337816,0.4088265,0.0040424,1.677201748,1.677201748,0.337861806,0.056382,0.095429197,4.234948635
0.0180235,2.785753965,0.179977804,3.008021116,0.564725518,0.408874512,0.0041267,1.678559184,1.678559184,0.33951211,0.056844398,0.0959718,4.239955425
0.0181507,2.791729689,0.180399999,3.011678219,0.56707859,0.407367498,0.0042111,1.67991662,1.67991662,0.340689212,0.0572583,0.096457198,4.244962215
0.0182778,2.798996925,0.181059003,3.015335083,0.569431603,0.405860394,0.0042568,1.682027817,1.682027817,0.341866195,0.0577274,0.096999802,4.250593185
0.018392701,2.8062644,0.181718007,3.018992186,0.571784675,0.405166805,0.0043025,1.684138894,1.684138894,0.342825413,0.057973299,0.097542398,4.256224632
0.0185077,2.813503504,0.181937605,3.02264905,0.573682785,0.407242298,0.0043482,1.686249971,1.686249971,0.343412995,0.058219198,0.098027803,4.261403561
0.018567899,2.820605516,0.182396993,3.025359392,0.575581014,0.406842887,0.0043386,1.688361049,1.688361049,0.34388569,0.058465101,0.098159902,4.265957832
0.018599199,2.823990583,0.182611197,3.027522326,0.577035189,0.405855685,0.0042767,1.689926386,1.689926386,0.344076306,0.0586484,0.097995996,4.266572475
0.018630501,2.828530312,0.183609694,3.028015852,0.578933418,0.405456185,0.0042529,1.691491723,1.691491723,0.344266891,0.059082098,0.097832099,4.267187119
0.018622899,2.832346916,0.184069097,3.028509378,0.58008182,0.406408787,0.0041738,1.692038059,1.692038059,0.345322192,0.0595158,0.097668298,4.267801762
0.018590501,2.831910849,0.185067594,3.028738976,0.582789898,0.407361388,0.0041882,1.689575434,1.689575434,0.346661806,0.059969898,0.097676396,4.26509428
0.018610099,2.836116791,0.186066195,3.029943943,0.585569203,0.406092793,0.0041868,1.691281438,1.691281438,0.34828341,0.060399201,0.098013401,4.263574123
0.0187889,2.840989828,0.187672496,3.034899473,0.588348508,0.404702008,0.0041528,1.692141056,1.692141056,0.350853413,0.060857601,0.0985061,4.26641655
0.018999999,2.841489315,0.188168406,3.037568092,0.589793921,0.403433293,0.0041672,1.694239974,1.694239974,0.353500605,0.0612869,0.098998703,4.265599728
0.019258499,2.843863249,0.188869402,3.040236712,0.59158051,0.402473092,0.0041548,1.696406245,1.696406245,0.356147796,0.0617598,0.099515602,4.267073631
0.0194539,2.846237421,0.189570501,3.045483351,0.5933671,0.401512802,0.004147,1.699012518,1.699012518,0.358480692,0.062189199,0.0997945,4.268547535
0.019649399,2.84927845,0.190034896,3.048126221,0.595153689,0.400552511,0.0041462,1.701178789,1.701178789,0.360813588,0.062553398,0.100073501,4.270021915
0.019933701,2.852868319,0.190313593,3.053095818,0.596906781,0.399592191,0.0041454,1.70334506,1.70334506,0.362724096,0.062917598,0.100251198,4.272634983
0.0202181,2.854505301,0.190787897,3.055738688,0.598659873,0.398233205,0.0041503,1.705760837,1.705760837,0.363661885,0.062901497,0.100265399,4.275248528
0.0205303,2.854171515,0.191066697,3.053560972,0.600315094,0.396897495,0.004157,1.707547307,1.707547307,0.363779902,0.0630055,0.100209497,4.273938656
0.020821899,2.853837729,0.191642702,3.052371979,0.6020962,0.395538509,0.0042061,1.707745194,1.707745194,0.36389789,0.062810801,0.100153603,4.272628307
0.0211135,2.857754707,0.192218602,3.051182985,0.604214728,0.395110011,0.0043153,1.708339453,1.708339453,0.364681304,0.062786199,0.100261196,4.276657581
0.0213686,2.862663507,0.193136796,3.050753593,0.606333196,0.395160794,0.0043229,1.709910631,1.709910631,0.365464807,0.062890202,0.1004894,4.280686378
0.0216238,2.862329721,0.194055006,3.052464485,0.608061373,0.39541769,0.0043305,1.709453344,1.709453344,0.365822196,0.0629941,0.1007175,4.279376507
0.0216936,2.855113983,0.194973201,3.054175138,0.608025312,0.39701879,0.0043309,1.707303762,1.707303762,0.366179585,0.063098103,0.100945704,4.271770954
0.021720299,2.847037792,0.195564404,3.05446434,0.609238505,0.398620009,0.0043311,1.704541206,1.704541206,0.366317987,0.063409597,0.101192601,4.263951302
0.021724001,2.839821815,0.196538895,3.054753542,0.61084789,0.398670793,0.0043303,1.703148842,1.703148842,0.366882294,0.063744701,0.101049602,4.256345749
0.0217277,2.834041834,0.197513506,3.055042505,0.612457216,0.398927689,0.0043207,1.701756597,1.701756597,0.367446691,0.064079702,0.1009067,4.248740196
0.021702999,2.829126596,0.198487997,3.056550503,0.6137923,0.397541106,0.0043111,1.699812293,1.699812293,0.368380606,0.064581402,0.100793801,4.240660191
0.021700401,2.824211597,0.199040398,3.0580585,0.614731193,0.396154493,0.0042996,1.697815299,1.697815299,0.369314611,0.0650177,0.100472704,4.232580662
0.021697899,2.82080555,0.198995098,3.058642626,0.615794003,0.394681096,0.0043113,1.695721745,1.695721745,0.371035606,0.065411299,0.1001596,4.224501133
0.0217683,2.818264484,0.199499205,3.05922699,0.617007196,0.392997712,0.0043138,1.694210649,1.694210649,0.373047411,0.065935798,0.100390904,4.222555637
0.0220051,2.815723658,0.200003296,3.059811115,0.617795587,0.391554207,0.0042741,1.692116976,1.692116976,0.375059187,0.066364899,0.10046,4.220610142
0.0221506,2.815541983,0.200507298,3.058389187,0.619691372,0.390337795,0.0042849,1.690120101,1.690120101,0.377070993,0.066834502,0.100658096,4.221232414
0.0222499,2.815360546,0.201011404,3.05696702,0.621587098,0.388723791,0.0043147,1.688123107,1.688123107,0.379082799,0.067304097,0.100856297,4.221855164
0.0224027,2.819497108,0.201409101,3.05574584,0.623719573,0.387507409,0.0043446,1.686612129,1.686612129,0.381425411,0.067863502,0.101098098,4.228775978
0.0225245,2.819790602,0.201221198,3.05452466,0.626388311,0.386063904,0.0043952,1.687397242,1.687397242,0.383603007,0.068371899,0.101549096,4.228374481
0.0226462,2.820744514,0.201033294,3.058604002,0.629110575,0.386247098,0.004446,1.688839674,1.688839674,0.385464907,0.068851396,0.102003202,4.229845524
0.0227296,2.821038008,0.200990304,3.057382584,0.631480277,0.387829214,0.0044909,1.689624786,1.689624786,0.387053788,0.069247998,0.102591403,4.229734421
0.022782501,2.821331501,0.200957105,3.056161404,0.633849978,0.389411211,0.0045417,1.690409899,1.690409899,0.388472587,0.069717802,0.103220299,4.229623318
0.0227925,2.826297522,0.200923905,3.054940224,0.636166513,0.389596611,0.0045471,1.695149302,1.695149302,0.390334487,0.069987901,0.103917703,4.229512691
0.022910699,2.831263781,0.200981498,3.053719044,0.638483107,0.389208287,0.0045588,1.696591854,1.696591854,0.392196506,0.070257999,0.104615003,4.229401588
0.023122599,2.831365585,0.201039106,3.051677704,0.639306426,0.388539195,0.0045539,1.697355866,1.697355866,0.393011302,0.070518501,0.105312303,4.216593266
0.023379199,2.8327353,0.201118901,3.049636602,0.640644372,0.388724595,0.0045656,1.696161628,1.696161628,0.393878013,0.071037702,0.105840497,4.210211277
0.0236909,2.834104776,0.201370597,3.047595263,0.641982377,0.388737887,0.0045836,1.69496727,1.69496727,0.395177007,0.071802601,0.1063575,4.207604885
0.0240025,2.835474491,0.202073395,3.046400785,0.643801093,0.38875109,0.0046041,1.69377315,1.69377315,0.39647609,0.072446898,0.107087098,4.204998016
0.0243141,2.836844206,0.202331796,3.045206547,0.645619929,0.387477785,0.0046328,1.692511201,1.692511201,0.397669196,0.073297903,0.107945502,4.202391148
0.024534499,2.835175753,0.202583507,3.043165207,0.645505488,0.3862046,0.0046832,1.690969944,1.690969944,0.398698598,0.074115701,0.108803898,4.199784279
0.024754999,2.833507538,0.202798203,3.039266825,0.645391107,0.386415094,0.0046722,1.689725637,1.689725637,0.399728,0.074933499,0.109662198,4.203614712
0.0248907,2.834046364,0.202795893,3.038185835,0.646250784,0.387692899,0.0046448,1.686129928,1.686129928,0.401150495,0.075801402,0.110652201,4.205625534
0.0250265,2.83458519,0.202642798,3.037105083,0.646891296,0.387938112,0.0046174,1.683296323,1.683296323,0.402572989,0.076630697,0.111642301,4.207636833
0.0251622,2.832916975,0.202489704,3.035093069,0.646776915,0.387732089,0.0045967,1.679326177,1.679326177,0.403933406,0.077315599,0.1125018,4.204890251
0.025190501,2.833455801,0.202336505,3.033081055,0.646475315,0.387977302,0.0045761,1.67535603,1.67535603,0.40446201,0.078014404,0.112984501,4.20624733
0.0252854,2.833994389,0.202183396,3.032000303,0.645985126,0.389255106,0.0045436,1.671385765,1.671385765,0.404912114,0.078713201,0.113286696,4.207603931
0.025463101,2.833517313,0.201616302,3.033282042,0.645427823,0.390967906,0.0045108,1.666534543,1.666534543,0.405355394,0.079411998,0.113716699,4.20896101
0.0255838,2.83246994,0.201049298,3.034350157,0.6448704,0.392436802,0.0044957,1.66113317,1.66113317,0.405798703,0.080016904,0.114146702,4.2084589
0.025701201,2.827343464,0.200769797,3.030363798,0.643199384,0.394035608,0.0044936,1.653999805,1.653999805,0.406697989,0.080418997,0.114400998,4.201046944
0.025818599,2.822216988,0.200620696,3.026835918,0.6425156,0.395634413,0.0044393,1.646866441,1.646866441,0.407597214,0.080816403,0.114703201,4.193634987
0.0259392,2.819247246,0.200756505,3.02649188,0.642945528,0.3974123,0.0043849,1.640476108,1.640476108,0.408005208,0.081213802,0.1150911,4.186923981
0.0260802,2.813751459,0.201127693,3.026533365,0.642261684,0.398473203,0.0043306,1.633342743,1.633342743,0.40833059,0.081353597,0.115345404,4.181522846
0.0262182,2.80517602,0.201814398,3.02657485,0.641685307,0.399533987,0.0043322,1.626209378,1.626209378,0.408807695,0.0814576,0.115534998,4.175907612
0.0263389,2.804390907,0.202500999,3.028085947,0.641777277,0.400766999,0.0043338,1.621191144,1.621191144,0.409742892,0.081497498,0.115724497,4.175048351
0.0264563,2.79706192,0.203187704,3.024160385,0.641163707,0.40151009,0.0043355,1.615540743,1.615540743,0.410219908,0.081537299,0.115914099,4.169433117
0.026475299,2.798409462,0.203657404,3.023785114,0.641255677,0.402383685,0.0043241,1.609589338,1.609589338,0.411288798,0.081665702,0.117107399,4.168573856
0.0265189,2.791966915,0.2038901,3.021939993,0.640676677,0.4032574,0.004358,1.602192402,1.602192402,0.411747813,0.081752703,0.118243597,4.162958622
0.026562501,2.78552413,0.204122901,3.018757343,0.639677823,0.40350011,0.0043852,1.594795465,1.594795465,0.411322296,0.081839703,0.119379699,4.157343388
0.026668999,2.790052891,0.204109803,3.015574694,0.6395455,0.403860986,0.0044191,1.588843942,1.588843942,0.412191212,0.082211897,0.120592497,4.158892632
0.0268302,2.794581652,0.203812405,3.012391806,0.638993382,0.403759986,0.0044463,1.582892299,1.582892299,0.411765814,0.082298897,0.121785901,4.160441875
0.027008699,2.793852091,0.203515097,3.009530306,0.638441205,0.403525293,0.0044735,1.577486634,1.577486634,0.411340296,0.082385801,0.122704104,4.161033154
0.027197,2.800337791,0.202874407,3.00946641,0.638180971,0.4032906,0.0045007,1.572360992,1.572360992,0.412418693,0.082284898,0.123622298,4.164840698
0.027474601,2.799608469,0.202810898,3.006302118,0.63837862,0.403399587,0.0045416,1.568254471,1.568254471,0.411128402,0.082081698,0.124093696,4.165431976
0.027844001,2.798489332,0.202208206,3.003218174,0.637308419,0.403508604,0.0045505,1.565936804,1.565936804,0.4110578,0.081878498,0.125011906,4.165307999
0.028209001,2.797370195,0.201605499,3.002442837,0.636784017,0.403628796,0.0045266,1.56473577,1.56473577,0.411305606,0.081890397,0.125753403,4.165184498
0.028382899,2.79558444,0.201002896,2.99981308,0.635713816,0.402970195,0.0045005,1.564966798,1.564966798,0.411235005,0.081902303,0.126462698,4.163547993
0.028477199,2.794465303,0.201305494,2.999037743,0.635584712,0.402311504,0.0044708,1.565197825,1.565197825,0.411087096,0.081914201,0.127171904,4.162721157
0.0285715,2.7930305,0.201608106,2.999192476,0.636072278,0.402537912,0.0044785,1.565587044,1.565587044,0.410846204,0.081882603,0.127477601,4.159936428
0.028599501,2.791595459,0.201973796,2.999372959,0.636559904,0.402844995,0.0044869,1.565976143,1.565976143,0.410919607,0.081894502,0.128021196,4.157151222
0.028541399,2.789493799,0.202371001,2.99955368,0.637047529,0.403151989,0.0044935,1.566365242,1.566365242,0.410992891,0.082000598,0.128564805,4.154366493
0.0284833,2.789537907,0.202953801,3.000010967,0.636575878,0.403459013,0.0045001,1.56675446,1.56675446,0.410546988,0.082106598,0.129209593,4.152289867
0.028511399,2.789581776,0.203351006,3.002280951,0.636104286,0.404713511,0.0045085,1.567143679,1.567143679,0.410519898,0.082632802,0.130017906,4.150213718
0.0284533,2.789394855,0.204065904,3.002308607,0.635730624,0.406142801,0.0045151,1.568319201,1.568319201,0.411076486,0.083099499,0.130556002,4.151267529
0.0284159,2.789207935,0.204455793,2.998902559,0.635356784,0.40757221,0.0045244,1.569494724,1.569494724,0.411633104,0.083566099,0.131583005,4.152320862
0.028378399,2.784163475,0.204845607,2.994441032,0.634553671,0.407851487,0.0044806,1.570015311,1.570015311,0.411307514,0.084161296,0.132446393,4.148036003
0.028427601,2.778126955,0.204893306,2.988837004,0.633750677,0.407767504,0.0044899,1.568495274,1.568495274,0.410982013,0.084628001,0.133189395,4.143750668
0.028476899,2.777332783,0.2049409,2.982725859,0.633528173,0.407477498,0.0044992,1.56900382,1.56900382,0.411082387,0.085094601,0.133932307,4.144804478
0.028568899,2.779887915,0.204842493,2.976614952,0.634753406,0.407772392,0.0045085,1.567781687,1.567781687,0.41118291,0.085123703,0.134175405,4.143187523
0.028707201,2.782392979,0.204941705,2.971925497,0.634413779,0.407482386,0.0045416,1.566559553,1.566559553,0.411111295,0.085141502,0.134353206,4.141571045
0.0288685,2.783071995,0.204182506,2.967235804,0.633978009,0.40660271,0.0045758,1.56178081,1.56178081,0.410613596,0.085180402,0.134920895,4.138980389
0.0290571,2.783751249,0.203423306,2.962546349,0.63354218,0.405516893,0.0046148,1.557002068,1.557002068,0.410115808,0.085156403,0.135319695,4.136389732
